18.5934 	EXP 	New trial (rep=0, index=7): {'word': 'yellow', 'colour': 'green', 'congruent': 0.0, 'correctAns': 'right'}
18.5985 	DATA 	Keypress: up
18.6094 	EXP 	target: autoDraw = False
18.6094 	EXP 	instructBar: autoDraw = False
18.6094 	EXP 	target: text = 'yellow'
19.1030 	EXP 	target: autoDraw = True
19.1030 	EXP 	instructBar: autoDraw = True
20.0330 	EXP 	New trial (rep=0, index=8): {'word': 'blue', 'colour': 'green', 'congruent': 0.0, 'correctAns': 'right'}
20.0361 	DATA 	Keypress: right
20.0483 	EXP 	target: autoDraw = False
20.0483 	EXP 	instructBar: autoDraw = False
20.0483 	EXP 	target: text = 'blue'
20.5381 	EXP 	target: autoDraw = True
20.5381 	EXP 	instructBar: autoDraw = True
21.1802 	EXP 	New trial (rep=0, index=9): {'word': 'green', 'colour': 'green', 'congruent': 1.0, 'correctAns': 'right'}
21.1863 	DATA 	Keypress: right
21.1982 	EXP 	target: autoDraw = False
21.1982 	EXP 	instructBar: autoDraw = False
21.1982 	EXP 	target: text = 'green'
21.6883 	EXP 	target: autoDraw = True
21.6883 	EXP 	instructBar: autoDraw = True
22.0834 	DATA 	Keypress: right
22.0996 	EXP 	New trial (rep=0, index=10): {'word': 'green', 'colour': 'green', 'congruent': 1.0, 'correctAns': 'right'}
22.1113 	EXP 	target: autoDraw = False
22.1113 	EXP 	instructBar: autoDraw = False
22.1113 	EXP 	target: text = 'green'
22.5877 	EXP 	target: autoDraw = True
22.5877 	EXP 	instructBar: autoDraw = True
23.0563 	EXP 	New trial (rep=0, index=11): {'word': 'blue', 'colour': 'blue', 'congruent': 1.0, 'correctAns': 'up'}
23.0598 	DATA 	Keypress: right
23.0739 	EXP 	target: autoDraw = False
23.0739 	EXP 	instructBar: autoDraw = False
23.0739 	EXP 	target: text = 'blue'
23.5550 	EXP 	target: autoDraw = True
23.5550 	EXP 	instructBar: autoDraw = True
24.1497 	EXP 	New trial (rep=0, index=12): {'word': 'yellow', 'colour': 'yellow', 'congruent': 1.0, 'correctAns': 'down'}
24.1535 	DATA 	Keypress: up
24.1657 	EXP 	target: autoDraw = False
24.1657 	EXP 	instructBar: autoDraw = False
24.1657 	EXP 	target: text = 'yellow'
24.6559 	EXP 	target: autoDraw = True
24.6559 	EXP 	instructBar: autoDraw = True
25.0681 	DATA 	Keypress: right
25.0830 	EXP 	New trial (rep=0, index=13): {'word': 'red', 'colour': 'blue', 'congruent': 0.0, 'correctAns': 'up'}
25.0989 	EXP 	target: autoDraw = False
25.0989 	EXP 	instructBar: autoDraw = False
25.0989 	EXP 	target: text = 'red'
25.5894 	EXP 	target: autoDraw = True
25.5894 	EXP 	instructBar: autoDraw = True
26.6160 	EXP 	New trial (rep=0, index=14): {'word': 'blue', 'colour': 'yellow', 'congruent': 0.0, 'correctAns': 'down'}
26.6207 	DATA 	Keypress: up
26.6328 	EXP 	target: autoDraw = False
26.6328 	EXP 	instructBar: autoDraw = False
26.6328 	EXP 	target: text = 'blue'
27.1239 	EXP 	target: autoDraw = True
27.1239 	EXP 	instructBar: autoDraw = True
28.2204 	DATA 	Keypress: down
28.2355 	EXP 	New trial (rep=0, index=15): {'word': 'red', 'colour': 'yellow', 'congruent': 0.0, 'correctAns': 'down'}
28.2495 	EXP 	target: autoDraw = False
28.2495 	EXP 	instructBar: autoDraw = False
28.2495 	EXP 	target: text = 'red'
28.7415 	EXP 	target: autoDraw = True
28.7415 	EXP 	instructBar: autoDraw = True
29.2813 	EXP 	New trial (rep=0, index=16): {'word': 'green', 'colour': 'blue', 'congruent': 0.0, 'correctAns': 'up'}
29.2869 	DATA 	Keypress: down
29.2977 	EXP 	target: autoDraw = False
29.2977 	EXP 	instructBar: autoDraw = False
29.2977 	EXP 	target: text = 'green'
29.7740 	EXP 	target: autoDraw = True
29.7740 	EXP 	instructBar: autoDraw = True
30.8436 	EXP 	New trial (rep=0, index=17): {'word': 'red', 'colour': 'green', 'congruent': 0.0, 'correctAns': 'right'}
30.8468 	DATA 	Keypress: up
30.8608 	EXP 	target: autoDraw = False
30.8608 	EXP 	instructBar: autoDraw = False
30.8608 	EXP 	target: text = 'red'
31.3420 	EXP 	target: autoDraw = True
31.3420 	EXP 	instructBar: autoDraw = True
33.1706 	EXP 	New trial (rep=0, index=18): {'word': 'green', 'colour': 'yellow', 'congruent': 0.0, 'correctAns': 'down'}
33.1753 	DATA 	Keypress: right
33.1892 	EXP 	target: autoDraw = False
33.1892 	EXP 	instructBar: autoDraw = False
33.1892 	EXP 	target: text = 'green'
33.6754 	EXP 	target: autoDraw = True
33.6754 	EXP 	instructBar: autoDraw = True
35.3895 	DATA 	Keypress: down
35.4047 	EXP 	New trial (rep=0, index=19): {'word': 'blue', 'colour': 'blue', 'congruent': 1.0, 'correctAns': 'up'}
35.4191 	EXP 	target: autoDraw = False
35.4191 	EXP 	instructBar: autoDraw = False
35.4191 	EXP 	target: text = 'blue'
35.9113 	EXP 	target: autoDraw = True
35.9113 	EXP 	instructBar: autoDraw = True
36.4554 	EXP 	New trial (rep=0, index=20): {'word': 'blue', 'colour': 'red', 'congruent': 0.0, 'correctAns': 'left'}
36.4574 	DATA 	Keypress: up
36.4676 	EXP 	target: autoDraw = False
36.4676 	EXP 	instructBar: autoDraw = False
36.4676 	EXP 	target: text = 'blue'
36.9444 	EXP 	target: autoDraw = True
36.9444 	EXP 	instructBar: autoDraw = True
37.9888 	EXP 	New trial (rep=0, index=21): {'word': 'yellow', 'colour': 'yellow', 'congruent': 1.0, 'correctAns': 'down'}
37.9928 	DATA 	Keypress: left
38.0043 	EXP 	target: autoDraw = False
38.0043 	EXP 	instructBar: autoDraw = False
38.0043 	EXP 	target: text = 'yellow'
38.4952 	EXP 	target: autoDraw = True
38.4952 	EXP 	instructBar: autoDraw = True
39.2046 	EXP 	New trial (rep=0, index=22): {'word': 'green', 'colour': 'red', 'congruent': 0.0, 'correctAns': 'left'}
39.2095 	DATA 	Keypress: down
39.2211 	EXP 	target: autoDraw = False
39.2211 	EXP 	instructBar: autoDraw = False
39.2211 	EXP 	target: text = 'green'
39.7135 	EXP 	target: autoDraw = True
39.7135 	EXP 	instructBar: autoDraw = True
40.4611 	EXP 	New trial (rep=0, index=23): {'word': 'yellow', 'colour': 'red', 'congruent': 0.0, 'correctAns': 'left'}
40.4648 	DATA 	Keypress: left
40.4776 	EXP 	target: autoDraw = False
40.4776 	EXP 	instructBar: autoDraw = False
40.4776 	EXP 	target: text = 'yellow'
40.9624 	EXP 	target: autoDraw = True
40.9624 	EXP 	instructBar: autoDraw = True
41.5091 	DATA 	Keypress: left
41.5220 	EXP 	target: autoDraw = False
41.5220 	EXP 	instructBar: autoDraw = False
41.5220 	EXP 	text: autoDraw = True
42.7001 	DATA 	Keypress: space
42.7143 	EXP 	text: autoDraw = False
43.2611 	EXP 	window1: mouseVisible = True
